"id","album_name","track_name","popularity","duration_ms","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","track_genre"
480,"Broadway-Blues-Ballads","Don't Let Me Be Misunderstood",60,166200,FALSE,0.388,0.501,11,-11.296,0,0.0731,0.778,0,0.305,0.532,158.348,4,"jazz"
481,"Kya Karein","Kya Karein",64,158812,FALSE,0.668,0.334,6,-11.776,1,0.0569,0.612,0,0.231,0.457,109.604,4,"pop"
482,"Pop Hits Now","2step",0,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,"pop"
483,"The Complete Aladdin Recordings Of Lester Young","These Foolish Things - Remastered 1995",55,190933,FALSE,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,"jazz"
484,"Human (Deluxe)","Someday",76,187888,FALSE,0.576,0.679,0,-7.237,1,0.034,0.0311,0,0.323,0.213,121.005,4,"rock"
485,"The Greatest Jazz Mix","On The Street Where You Live",1,192826,FALSE,0.369,0.421,8,-10.346,1,0.0397,0.61,0,0.195,0.326,71.923,4,"jazz"
486,"Intuisi","Intuisi",46,241500,FALSE,0.453,0.0531,1,-19.956,1,0.0355,0.946,0.000161,0.0796,0.354,79.863,4,"jazz"
487,"Weihnachten Playlist","Deck The Halls",0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,"jazz"
488,"Izafa","Tere Jeya Hor Disda",55,190122,FALSE,0.561,0.526,6,-10.005,0,0.0258,0.774,0.00605,0.103,0.463,89.996,4,"rock"
489,"Christmas Songs 2022","Christmas Time Is Here - Vocal",1,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,"jazz"
490,"The Greatest Jazz Mix","(You Don't Know) How Glad I Am",0,157386,FALSE,0.511,0.44,5,-9.11,1,0.0308,0.742,1.05e-05,0.328,0.611,103.965,3,"jazz"
491,"Aalas Ka Pedh","Dil Mere",63,211290,FALSE,0.655,0.473,8,-9.806,1,0.0267,0.842,0.0323,0.167,0.572,92.962,4,"rock"
492,"Baar Baar Dekho (Original Motion Picture Soundtrack)","Kho Gaye Hum Kahan",70,213055,FALSE,0.778,0.227,1,-16.191,1,0.0379,0.983,0.14,0.113,0.38,116.033,4,"pop"
493,"Home At Christmas","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
494,"pov: you ride on santa's sleigh","Let It Snow! Let It Snow! Let It Snow!",0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,"jazz"
495,"Christmas Only: The Timeless Classic Collection","Silver Bells",0,162066,FALSE,0.546,0.15,5,-8.392,1,0.0344,0.815,1.51e-06,0.118,0.44,87.461,5,"jazz"
496,"New Arrivals","2step",1,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,"pop"
497,"Vintage Café: Lounge and Jazz Blends, Vol. 22","Here I Go Again",0,149964,FALSE,0.479,0.319,4,-13.824,0,0.109,0.898,0.00317,0.409,0.339,169.789,4,"jazz"
498,"FOUR (Deluxe)","Night Changes",88,226600,FALSE,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,4,"pop"
499,"80s Bangers Vol. 1","Rebel Yell",2,288533,FALSE,0.531,0.864,4,-4.948,0,0.0611,0.000753,0.00046,0.354,0.485,166.312,4,"rock"
500,"Christmas Playlist 2022","The Man With All The Toys - 1991 Remix",0,91186,FALSE,0.708,0.491,6,-8.596,1,0.0365,0.442,9.88e-06,0.0624,0.657,138.347,4,"rock"
501,"With A Smile And A Song","Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",59,123360,FALSE,0.416,0.341,9,-10.749,1,0.0391,0.864,0,0.724,0.776,177.229,4,"jazz"
502,"Future Nostalgia","Levitating",84,203807,FALSE,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4,"pop"
503,"Rule Over (Putt Jattan Dey)","Rule Over (Putt Jattan Dey)",65,140800,FALSE,0.681,0.549,5,-10.269,0,0.399,0.66,0,0.0936,0.549,106.652,5,"pop"
504,"A/B","Way down We Go",77,213706,FALSE,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4,"rock"
505,"Weihnachten Playlist","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
506,"FOUR (Deluxe)","Steal My Girl",80,228133,FALSE,0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,4,"pop"
507,"Holidays Are Coming","Christmas Night In Harlem - Single Version",0,158373,FALSE,0.543,0.36,7,-9.177,1,0.179,0.727,0,0.228,0.595,149.431,4,"jazz"
508,"Pop n' Fresh","Tippa My Tongue",0,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,"rock"
509,"Xmas Classics 2022","The Christmas Blues",0,175400,FALSE,0.383,0.136,2,-16.138,1,0.0396,0.851,0,0.107,0.422,71.126,4,"jazz"
510,"Little Dark Age","Little Dark Age",83,299960,FALSE,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4,"rock"
511,"Bad Decisions (with BTS & Snoop Dogg)","Bad Decisions (with BTS & Snoop Dogg)",87,172714,FALSE,0.762,0.861,0,-3.296,1,0.0955,0.0185,0,0.264,0.955,120.048,4,"pop"
512,"Happy Commute","Adventure of a Lifetime - Matoma Remix",0,250714,FALSE,0.651,0.771,9,-6.541,0,0.0313,0.00381,1.71e-05,0.238,0.456,112.015,4,"pop"
513,"Christmas Best Hits 2022","The Christmas Waltz",0,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,"jazz"
514,"BORN PINK","Typa Girl",82,179172,TRUE,0.918,0.585,7,-7.781,1,0.0889,0.0627,0,0.624,0.519,131.966,4,"pop"
515,"Kal Ho Naa Ho (Original Motion Picture Soundtrack)","Kal Ho Naa Ho",67,321240,FALSE,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,4,"pop"
516,"Classic Christmas 2022","Let It Snow! Let It Snow! Let It Snow!",0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,"jazz"
517,"Evergreen","Leave the Door Open",1,242096,FALSE,0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4,"pop"
518,"Broken But Beautiful Season 3","Mere Liye",66,293176,FALSE,0.363,0.662,1,-5.88,0,0.0377,0.573,0,0.35,0.301,178.213,4,"pop"
519,"Christmas Rock 2022","We Wish You A Merry Christmas",0,84973,FALSE,0.387,0.786,11,-4.127,1,0.0436,0.0195,0,0.123,0.462,149.806,3,"rock"
520,"TAKE TIME","Heartbreak Anniversary",84,198370,FALSE,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3,"pop"
521,"İyiliğe Ninniler","Benim Annem Güzel Annem",41,145008,FALSE,0.671,0.185,0,-10.555,1,0.0302,0.986,0,0.106,0.353,77.943,3,"jazz"
522,"Classic Christmas Greatest Hits","Have Yourself A Merry Little Christmas",1,175840,FALSE,0.609,0.247,7,-9.038,1,0.0425,0.961,2.41e-06,0.219,0.485,112.3,4,"jazz"
523,"Best 70s Rock Tunes","Sweet Home Alabama",1,285373,FALSE,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,"rock"
524,"Fiesta temática 90s","Mr. Jones",0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-06,0.182,0.73,141.612,4,"rock"
525,"Rock Christmas 2022 - The Very Best Of","Let It Snow, Let It Snow, Let It Snow - Remastered",1,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,"jazz"
526,"Pasalapoodi Veerababu (Original Motion Picture Soundtrack)","Manase Manihaarame",46,229536,FALSE,0.661,0.53,7,-10.747,1,0.0974,0.187,0,0.142,0.661,157.523,3,"pop"
527,"Chet Baker Sings","I Get Along Without You Very Well (Except Sometimes) - Vocal Version",60,179640,FALSE,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34,3,"jazz"
528,"Elephant","Seven Nation Army",84,232106,FALSE,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,"rock"
529,"Christmas Songs 2022","Frosty The Snowman",4,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
530,"All I Want For Christmas Is You","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,"jazz"
531,"Happier Than Ever","Happier Than Ever",88,298899,TRUE,0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3,"pop"
532,"Rock Christmas 2022 - The Very Best Of","Christmas Calling (Jolly Jones)",0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,"jazz"
533,"New RnB","Skate",0,203122,FALSE,0.708,0.598,5,-8.365,1,0.0291,0.037,0,0.17,0.698,112.027,4,"pop"
534,"Street Style","Street Style",63,158048,TRUE,0.516,0.743,11,-6.107,0,0.282,0.07,0,0.107,0.445,81.335,4,"pop"
535,"pov: you are an christmas elf","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
536,"Christmas Vibes But Not Christmas Songs","Wintertime",0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,"jazz"
537,"Santa Claus Is Coming To Town","Wintertime",0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,"jazz"
538,"Weihnachtslieder 2022","God Only Knows - Mono / 1997 Remastered",0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,"rock"
539,"Hunting High and Low","Take on Me",85,225280,FALSE,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,4,"rock"
540,"JULMYS","Let It Snow! Let It Snow! Let It Snow!",0,121026,FALSE,0.462,0.209,1,-15.251,1,0.0323,0.9,0,0.0514,0.765,133.988,4,"jazz"
541,"Halloween 2022","bury a friend",0,193143,FALSE,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,"pop"
542,"Halloween Metal Nights","The Devil's Bleeding Crown",0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-05,0.139,0.0442,0.209,109.653,3,"rock"
543,"Honeymoon","Cloud 9",79,147350,FALSE,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,4,"rock"
544,"West Coast","West Coast",76,192947,FALSE,0.685,0.699,6,-7.803,0,0.0349,0.317,0,0.0895,0.884,134.057,4,"rock"
545,"Merry Christmas","Merry Christmas Darling",0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,"rock"
546,"Helloween Party","Paint It, Black",2,224133,FALSE,0.496,0.858,5,-7.927,0,0.0922,0.0133,0.0675,0.349,0.773,159.69,4,"rock"
547,"Cuddle Up Christmas","It's Beginning to Look a Lot Like Christmas",0,206346,FALSE,0.335,0.232,4,-11.042,1,0.0334,0.908,8.89e-06,0.292,0.381,93.391,3,"jazz"
548,"Holly Jolly Christmas","The Christmas Song (Chestnuts Roasting on an Open Fire)",0,205066,FALSE,0.297,0.0915,3,-20.631,1,0.0325,0.94,6.85e-06,0.32,0.201,82.484,1,"jazz"
549,"Ardhito Pramono","Di Senayan",38,215625,FALSE,0.433,0.276,0,-11.829,1,0.0306,0.649,0.73,0.111,0.0702,127.639,4,"jazz"
550,"Classic Christmas Music 2022","Baby, It's Cold Outside",0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,"jazz"
551,"Christmas Songs 2022","Winter Wonderland",0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,"rock"
552,"JULPYNTA","Have Yourself A Merry Little Christmas",0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,"pop"
553,"Los Clásicos del Pop 90s","Ode To My Family",1,270786,FALSE,0.365,0.517,7,-6.635,1,0.0243,0.0622,0,0.265,0.0777,93.862,4,"rock"
554,"Vaaste","Vaaste",69,196043,FALSE,0.444,0.479,5,-5.586,1,0.0436,0.454,0,0.095,0.315,89.892,4,"pop"
555,"World's Best Christmas Playlist","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
556,"No Name","Love Sick (feat. AR Paisley)",70,232258,FALSE,0.824,0.543,4,-8.667,0,0.209,0.101,0,0.178,0.548,124.018,4,"pop"
557,"Long Way Down (Deluxe)","Another Love",93,244360,TRUE,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,4,"pop"
558,"Rock Brandneu","Don't Let the Light Go Out",2,229517,FALSE,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,"rock"
559,"Christmas time but not Christmas songs 2022","Games People Play",0,167308,FALSE,0.576,0.462,5,-9.962,1,0.0424,0.581,0,0.0884,0.881,119.718,4,"jazz"
560,"Holly Jolly Christmas","Merry Christmas Darling",0,200240,FALSE,0.544,0.291,0,-13.898,1,0.0274,0.714,0.000288,0.0963,0.168,75.945,4,"rock"
561,"Christmas Classics","Merry Christmas",1,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,"rock"
562,"Rock & Halloween","Zombie",1,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,"rock"
563,"Jazz Romance","I'm Glad There Is You",0,147413,FALSE,0.492,0.0671,10,-15.671,0,0.0399,0.958,0.000968,0.109,0.165,124.908,4,"jazz"
564,"Perreo Tenebroso Vol. 1","PORFA - Remix",0,333800,TRUE,0.793,0.737,6,-4.731,0,0.0785,0.0765,0,0.0747,0.697,167.969,4,"pop"
565,"Artsy & Colourful","Angel - Metro Mix Radio Edit",0,223040,FALSE,0.725,0.822,9,-10.059,1,0.0402,0.011,0,0.0938,0.581,127.971,4,"rock"
566,"pov: you are walking in a winter wonderland","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
567,"Calm Christmas","What Are You Doing New Year's Eve?",0,221826,FALSE,0.362,0.265,8,-10.084,1,0.0355,0.94,0,0.107,0.224,76.404,4,"rock"
568,"Kaam 25 (Sacred Games)","Kaam 25 - Sacred Games",66,149524,FALSE,0.484,0.948,1,-4.296,0,0.451,0.0473,0,0.0565,0.686,125.645,5,"pop"
569,"Church Of Scars","River",75,216133,FALSE,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4,"rock"
570,"Holidays Are Coming","Baby, It's Cold Outside",0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,"jazz"
571,"pov: it's 2020","Come Around Me",0,200773,FALSE,0.648,0.681,2,-8.389,0,0.0379,0.263,0.00761,0.0971,0.766,157.944,4,"pop"
572,"Arcade","Arcade",80,183624,FALSE,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,3,"pop"
573,"Christmas Day Chill","Christmas Without You",0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,"rock"
574,"ATLAS","Unstoppable",73,192106,FALSE,0.485,0.843,1,-3.993,0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,4,"rock"
575,"İyiliğe Ninniler","Fış Fış Kayıkçı",45,424029,FALSE,0.657,0.134,0,-13.431,1,0.0357,0.986,0,0.114,0.119,117.838,4,"jazz"
576,"Desi Kalakaar","Desi Kalakaar",69,253352,FALSE,0.751,0.67,0,-4.587,1,0.267,0.0796,0.00018,0.0908,0.766,156.062,4,"pop"
577,"Indigo (Extended)","Under The Influence",96,184613,TRUE,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,4,"pop"
578,"Silent Night","Baby, It's Cold Outside",0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,"jazz"
579,"The Greatest Jazz Mix","Day By Day",0,129306,FALSE,0.413,0.24,9,-15.817,0,0.0354,0.343,0,0.0741,0.339,77.712,4,"jazz"
580,"Christmas Faves 2022","Christmas Time Is Here - Instrumental",0,366213,FALSE,0.418,0.116,5,-18.397,1,0.0331,0.966,0.648,0.138,0.0861,74.923,3,"jazz"
581,"Planet Her","You Right",84,186173,TRUE,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,4,"pop"
582,"Rock Workout 2023","Free Fallin'",1,255680,FALSE,0.619,0.504,5,-11.562,1,0.025,0.0614,0,0.06,0.568,84.335,4,"rock"
583,"Kick It","Fire - Remastered",1,123800,TRUE,0.421,0.986,11,-1.795,0,0.152,0.00482,0,0.295,0.263,105.83,4,"rock"
584,"Silent Night","Frosty The Snowman",0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,"jazz"
585,"OK Jaanu (Original Motion Picture Soundtrack)","The Humma Song",66,179657,FALSE,0.721,0.65,0,-6.95,0,0.135,0.0115,0.00014,0.34,0.392,130.487,5,"pop"
586,"Weihnachten Musik","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
587,"Weihnachtssongs","O Tannenbaum - Remastered 1999",0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,0.000166,0.199,0.198,90.001,4,"jazz"
588,"Calm Christmas","December",0,185680,FALSE,0.414,0.131,4,-12.817,1,0.0347,0.934,7.88e-05,0.11,0.112,143.778,4,"jazz"
589,"Pop x siempre","Gotas De Agua Dulce",2,188040,FALSE,0.689,0.853,1,-3.455,0,0.0286,0.0186,0,0.142,0.937,153.933,4,"rock"
590,"After Hours","Blinding Lights",91,200040,FALSE,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,"pop"
591,"El perreo es el futuro","Ferxxo 100",0,167760,FALSE,0.705,0.562,8,-3.378,0,0.0674,0.257,0,0.137,0.569,163.893,4,"pop"
592,"Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack)","Mitwa",66,382973,FALSE,0.63,0.63,4,-7.525,1,0.0364,0.295,1.26e-05,0.0934,0.517,107.103,4,"pop"
593,"I'm Blue - Hits of 2022","2step",1,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,"pop"
594,"Hits à suivre 2022","Middle of a Breakup",1,200037,FALSE,0.437,0.803,10,-4.791,1,0.04,4.46e-05,0.0164,0.107,0.735,147.507,4,"rock"
595,"Desayuno en calma","Mad About The Boy",0,169653,FALSE,0.436,0.319,1,-7.87,1,0.0295,0.802,1.94e-05,0.12,0.255,107.546,3,"jazz"
596,"The Ultimate Jazz Cafe Album","Bienvenue dans ma vie",38,229386,FALSE,0.626,0.402,5,-9.772,0,0.0716,0.675,1.03e-06,0.14,0.557,144.035,4,"jazz"
597,"Best Christmas Playlist Ever 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
598,"Geography","Movie",66,357357,FALSE,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,3,"jazz"
599,"Classic Christmas Music 2022","The Christmas Song (Chestnuts Roasting On An Open Fire)",0,196293,FALSE,0.297,0.182,1,-16.929,1,0.0432,0.82,0,0.0986,0.163,58.201,4,"jazz"
600,"Classic Christmas 2022","I Like A Sleighride (Jingle Bells)",0,125613,FALSE,0.758,0.451,6,-8.001,1,0.0375,0.75,0,0.0503,0.737,122.912,4,"jazz"
601,"A Night At The Opera (2011 Remaster)","Bohemian Rhapsody - Remastered 2011",82,354320,FALSE,0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4,"rock"
602,"Halloween Party Hits 2022","Monster",0,178013,FALSE,0.64,0.957,8,-2.336,1,0.0741,0.0432,0,0.0789,0.691,134.99,4,"rock"
603,"Halloween Party 2022","Zombie",0,307440,FALSE,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,"rock"
604,"Ponniyin Selvan Part-1 (Original Motion Picture Soundtrack)","Ratchasa Maamaney",71,289942,FALSE,0.546,0.786,4,-9.486,1,0.212,0.349,1.35e-06,0.109,0.434,99.798,3,"pop"
605,"Planet 80's","Stay On These Roads",1,286546,FALSE,0.573,0.527,5,-8.726,1,0.0309,0.0854,0.00928,0.216,0.15,103.985,4,"rock"
606,"12 Days of Christmas 2022","Little Saint Nick - 1991 Remix",0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,"rock"
607,"Vaaranam Aayiram (Original Motion Picture Soundtrack)","Annul Maelae",64,322506,FALSE,0.773,0.436,4,-10.972,0,0.0321,0.672,0.00678,0.197,0.533,115.917,4,"pop"
608,"Megham Karukatha (From ""Thiruchitrambalam"")","Megham Karukatha (From ""Thiruchitrambalam"")",80,290400,FALSE,0.429,0.614,4,-6.573,0,0.0709,0.513,0.000316,0.0922,0.743,149.966,3,"pop"
609,"Devine Nostalgia (Unplugged)","Tum Chhupa Na Sakogi",67,69741,FALSE,0.471,0.229,4,-11.711,0,0.035,0.88,0.0228,0.257,0.641,80.99,4,"pop"
610,"Christmas Playlist 2022","Sleigh Ride",0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,"jazz"
611,"Weihnachtslieder 2022","Christmas Time",0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,"rock"
612,"Priceless","Sift",67,118762,FALSE,0.767,0.745,1,-6.144,1,0.0589,0.45,0,0.281,0.448,97.076,4,"pop"
613,"Vaaranam Aayiram (Original Motion Picture Soundtrack)","Mundhinam",64,341386,FALSE,0.474,0.548,11,-8.614,1,0.331,0.237,0,0.0791,0.676,193.671,4,"pop"
614,"Mal De Amores","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",73,201526,FALSE,0.792,0.895,1,-3.112,0,0.0587,0.165,0,0.0501,0.793,94.968,4,"pop"
615,"Christmas Dinner 2022","Mistletoe",2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,"pop"
616,"I'm Blue - Hits of 2022","Infinity",0,237720,FALSE,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,4,"rock"
617,"Just Best Covers","Give a Little Bit",1,214400,FALSE,0.557,0.951,0,-3.003,1,0.033,0.00194,0.000172,0.157,0.528,93.97,4,"rock"
618,"Perreo Tenebroso Vol. 3","RELXJXTE",0,185813,FALSE,0.859,0.575,6,-6.845,1,0.0798,0.0941,0.00018,0.105,0.607,93.007,4,"pop"
619,"Drive Thru","Vanilla",66,171627,FALSE,0.722,0.716,8,-4.089,1,0.0696,0.132,1.05e-05,0.0997,0.626,171.96,4,"pop"
620,"Pta Mainu","Pta Mainu",69,164666,FALSE,0.678,0.825,3,-4.417,0,0.196,0.0527,0,0.0963,0.631,90.047,4,"pop"
621,"All Out Alternative","Stressed Out",2,202333,FALSE,0.735,0.638,4,-5.67,0,0.139,0.0459,2.38e-05,0.0602,0.669,169.976,4,"rock"
622,"Un tecito y a mimir","Stars Fell On Alabama",0,211720,FALSE,0.329,0.139,5,-11.934,1,0.0407,0.949,0,0.117,0.183,169.608,5,"jazz"
623,"Minnalae","Vaseegara",68,299146,FALSE,0.695,0.293,11,-16.278,0,0.0431,0.596,0.0158,0.132,0.637,143.804,4,"pop"
624,"Weihnachtspop 2022","Christmas Eve",0,223613,FALSE,0.409,0.57,6,-10.54,0,0.0711,0.687,0,0.173,0.336,128.657,4,"pop"
625,"Halloween Hits","Zombie Zoo",1,178506,FALSE,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,"rock"
626,"Supa Chill","No Woman, No Cry (Outtake)",0,195933,FALSE,0.607,0.381,9,-10.821,1,0.0735,0.475,2.35e-05,0.105,0.703,167.423,4,"jazz"
627,"Just Best Covers","Quando, Quando, Quando",2,284373,FALSE,0.644,0.427,9,-9.196,1,0.0391,0.778,9.51e-05,0.136,0.577,116.042,4,"jazz"
628,"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",73,285163,FALSE,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,4,"pop"
629,"Christmas time but not Christmas songs 2022","At Last",0,182533,FALSE,0.169,0.347,10,-8.785,1,0.0309,0.692,0.000432,0.337,0.256,176.118,3,"jazz"
630,"Halloween Party 2022","you should see me in a crown",0,180566,FALSE,0.683,0.534,4,-10.348,1,0.189,0.519,0.247,0.148,0.284,150.469,4,"pop"
631,"Let It Be (Remastered)","Let It Be - Remastered 2009",77,243026,FALSE,0.443,0.403,0,-8.339,1,0.0322,0.631,0,0.111,0.41,143.462,4,"rock"
632,"Pop Hits Now","I'll Never Not Love You",0,218390,FALSE,0.492,0.791,11,-5.045,1,0.0703,0.00816,1.87e-05,0.11,0.585,144.363,4,"jazz"
633,"Hora del taco sin auto","Tequila",1,159546,FALSE,0.757,0.688,9,-4.546,1,0.112,0.226,0,0.237,0.704,155.994,4,"rock"
634,"Sokak Kızı","Erkekler De Yanar",40,230320,FALSE,0.683,0.77,6,-6.49,1,0.0246,0.00263,7.03e-06,0.354,0.784,102.732,4,"jazz"
635,"Rock Workout 2023","Sweet Home Alabama",1,285373,FALSE,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,"rock"
636,"Rockin' Around The Christmas Tree 2022","Let It Snow, Let It Snow, Let It Snow - Remastered",0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-06,0.052,0.741,133.436,4,"jazz"
637,"Orasaadha (Madras Gig)","Orasaadha - Madras Gig",67,235500,FALSE,0.587,0.776,0,-4.892,1,0.0807,0.141,0,0.109,0.606,159.906,4,"pop"
638,"Country Road Songs","Simple Life",0,197106,FALSE,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,"rock"
639,"Led Zeppelin III (Remaster)","Immigrant Song - Remaster",78,146250,FALSE,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,"rock"
640,"Today's Party Hits","Shivers",0,207853,FALSE,0.788,0.859,2,-2.724,1,0.0856,0.281,0,0.0424,0.822,141.02,4,"pop"
